Feature,Duration,ATE,Normalized_ATE,Sum_Normalized_ATE,Type
High Gain Antenna Azimuth,100,-21.284791382589063,0.34544995736481837,1.0,IBS_N
Heater Dutycycle,100,0.3534546339157903,-0.0057365320628176624,1.0,IBS_N
Outboard Sensor minus Inboard Sensor Temp.,100,0.6767369757883656,-0.010983370953991016,1.0,IBS_N
2.5V_PCU_ELB,110,-0.4161867165188121,0.021014697742218574,0.9999999999999999,IBS_N
Radial Distance from Sun,110,-0.0101527963390532,0.0005126495821109713,0.9999999999999999,IBS_N
Electronic Box Temperature,110,-0.4596863579419367,0.02321114414504492,0.9999999999999999,IBS_N
Outboard Sensor Temperature,110,0.4917366557830235,-0.0248294738392558,0.9999999999999999,IBS_N
Inboard Sensor Temperature,110,-1.933484995074698,0.09762830274947795,0.9999999999999999,IBS_N
Search Coil Magnetometer's Temperature,110,-0.6118099819256825,0.030892388765750706,0.9999999999999999,IBS_N
Solar Array's Angle,110,-8.44423511298017,0.4263784535167549,0.9999999999999999,IBS_N
High Gain Antenna Azimuth,110,-7.152864952764285,0.3611727357147776,0.9999999999999999,IBS_N
Heater Dutycycle,110,0.2517884134589342,-0.01271366238713938,0.9999999999999999,IBS_N
Outboard Sensor minus Inboard Sensor Temp.,110,-1.5196581694670284,0.07673276401025948,0.9999999999999999,IBS_N
2.5V_PCU_ELB,120,-1.9097993995838696,0.024605263537967662,1.0,IBS_N
Radial Distance from Sun,120,0.0008063534625256,-1.0388808088701995e-05,1.0,IBS_N
Electronic Box Temperature,120,-0.5163142478551668,0.00665203274210477,1.0,IBS_N
Outboard Sensor Temperature,120,0.4092218788711752,-0.005272287852494616,1.0,IBS_N
Inboard Sensor Temperature,120,-0.8275040665640447,0.010661305915681379,1.0,IBS_N
Search Coil Magnetometer's Temperature,120,-1.4351611586042208,0.018490171551319046,1.0,IBS_N
Solar Array's Angle,120,-54.13145096937226,0.6974128367011709,1.0,IBS_N
High Gain Antenna Azimuth,120,-17.50954975867192,0.22558761215295936,1.0,IBS_N
Heater Dutycycle,120,-0.2798698943177873,0.0036057569750690987,1.0,IBS_N
Outboard Sensor minus Inboard Sensor Temp.,120,-1.4178932434340072,0.018267697084311172,1.0,IBS_N
2.5V_PCU_ELB,130,-1.6341893135895038,-0.19809067272150446,1.0,IBS_N
Radial Distance from Sun,130,-0.0549052669722746,-0.006655423077392429,1.0,IBS_N
Electronic Box Temperature,130,-0.4865988976057077,-0.058983804489906075,1.0,IBS_N
Outboard Sensor Temperature,130,0.3275352558825301,0.039702670087388835,1.0,IBS_N
Inboard Sensor Temperature,130,-0.1115853118018488,-0.013525978475599934,1.0,IBS_N
Search Coil Magnetometer's Temperature,130,0.7950510357353304,0.09637328625702991,1.0,IBS_N
Solar Array's Angle,130,14.601827976684342,1.7699821573987213,1.0,IBS_N
